How many minutes should the program run? (integer 1-20, default 2): 
Node: amazon-network-policy-controller-k8s, Updated renewTime: 2025-09-05T23:43:05.485726Z
Node: apiserver-2bluekvwjl4wpya5wajdkkapxu, Updated renewTime: 2025-09-05T23:43:05.485728Z
Node: apiserver-jwxr5w7cjo532tvjotnxzczwx4, Updated renewTime: 2025-09-05T23:43:05.485731Z
Node: aws-load-balancer-controller-leader, Updated renewTime: 2025-09-05T23:43:05.485733Z
Node: cert-manager-cainjector-leader-election, Updated renewTime: 2025-09-05T23:43:05.485736Z
Node: cert-manager-controller, Updated renewTime: 2025-09-05T23:43:05.485739Z
Node: cloud-controller-manager, Updated renewTime: 2025-09-05T23:43:05.485742Z
Node: cluster-autoscaler, Updated renewTime: 2025-09-05T23:43:05.485744Z
Node: cp-vpc-resource-controller, Updated renewTime: 2025-09-05T23:43:05.485747Z
Node: ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:05.485749Z
Chaos!!!
Node: eks-certificates-controller, Updated renewTime: 2025-09-05T23:43:23.485753Z
Node: eks-coredns-autoscaler, Updated renewTime: 2025-09-05T23:43:05.485832Z
Node: external-attacher-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:05.48584Z
Node: external-resizer-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:05.485842Z
Node: external-snapshotter-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:05.485845Z
Node: kms-storage-migrator-lease, Updated renewTime: 2025-09-05T23:43:05.485848Z
Node: kube-controller-manager, Updated renewTime: 2025-09-05T23:43:05.485851Z
Node: kube-scheduler, Updated renewTime: 2025-09-05T23:43:05.485853Z
Node: snapshot-controller-leader, Updated renewTime: 2025-09-05T23:43:05.485856Z
Node: b858308c.awspca.cert-manager.io, Updated renewTime: 2025-09-05T23:43:15.489114Z
Node: operator.dapr.io, Updated renewTime: 2025-09-05T23:43:15.489143Z
Node: usvga93564eksp001-gitops-agent-reconciler-lease, Updated renewTime: 2025-09-05T23:43:15.489146Z
Node: ip-10-216-10-186.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489148Z
Node: ip-10-216-10-194.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489149Z
Node: ip-10-216-10-24.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489151Z
Node: ip-10-216-11-190.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489152Z
Node: ip-10-216-11-218.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489154Z
Node: ip-10-216-11-53.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489155Z
Node: ip-10-216-12-57.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489156Z
Node: ip-10-216-14-123.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489158Z
Node: ip-10-216-14-204.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489159Z
Node: ip-10-216-14-71.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489161Z
Node: ip-10-216-15-125.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489228Z
Node: ip-10-216-15-149.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489231Z
Node: ip-10-216-15-20.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489233Z
Node: ip-10-216-15-218.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489234Z
Node: ip-10-216-4-123.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489235Z
Node: ip-10-216-6-121.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489237Z
Node: ip-10-216-6-125.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489238Z
Node: ip-10-216-6-192.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.48924Z
Node: ip-10-216-7-122.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489241Z
Node: ip-10-216-7-199.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489242Z
Node: ip-10-216-7-38.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489244Z
Node: ip-10-216-9-83.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.489245Z
Node: ip-10-216-9-91.ec2.internal, Updated renewTime: 2025-09-05T23:43:15.48934Z
Node: amazon-network-policy-controller-k8s, Updated renewTime: 2025-09-05T23:43:15.489343Z
Node: apiserver-2bluekvwjl4wpya5wajdkkapxu, Updated renewTime: 2025-09-05T23:43:15.489345Z
Node: apiserver-jwxr5w7cjo532tvjotnxzczwx4, Updated renewTime: 2025-09-05T23:43:15.489346Z
Node: aws-load-balancer-controller-leader, Updated renewTime: 2025-09-05T23:43:15.489348Z
Node: cert-manager-cainjector-leader-election, Updated renewTime: 2025-09-05T23:43:15.48935Z
Node: cert-manager-controller, Updated renewTime: 2025-09-05T23:43:15.489352Z
Node: cloud-controller-manager, Updated renewTime: 2025-09-05T23:43:15.489354Z
Node: cluster-autoscaler, Updated renewTime: 2025-09-05T23:43:15.489355Z
Node: cp-vpc-resource-controller, Updated renewTime: 2025-09-05T23:43:15.489357Z
Node: ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:15.489358Z
Node: eks-certificates-controller, Updated renewTime: 2025-09-05T23:43:15.48936Z
Node: eks-coredns-autoscaler, Updated renewTime: 2025-09-05T23:43:15.489366Z
Node: external-attacher-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:15.489368Z
Chaos!!!
Node: external-resizer-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:21.48937Z
Node: external-snapshotter-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:15.489373Z
Node: kms-storage-migrator-lease, Updated renewTime: 2025-09-05T23:43:15.489375Z
Node: kube-controller-manager, Updated renewTime: 2025-09-05T23:43:15.489377Z
Node: kube-scheduler, Updated renewTime: 2025-09-05T23:43:15.489378Z
Node: snapshot-controller-leader, Updated renewTime: 2025-09-05T23:43:15.48938Z
Node: b858308c.awspca.cert-manager.io, Updated renewTime: 2025-09-05T23:43:25.492746Z
Node: operator.dapr.io, Updated renewTime: 2025-09-05T23:43:25.492806Z
Node: usvga93564eksp001-gitops-agent-reconciler-lease, Updated renewTime: 2025-09-05T23:43:25.492817Z
Node: ip-10-216-10-186.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.492823Z
Node: ip-10-216-10-194.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.492827Z
Node: ip-10-216-10-24.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.492831Z
Node: ip-10-216-11-190.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.492836Z
Node: ip-10-216-11-218.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.492839Z
Node: ip-10-216-11-53.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.492843Z
Node: ip-10-216-12-57.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.492847Z
Node: ip-10-216-14-123.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.49285Z
Node: ip-10-216-14-204.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.492854Z
Node: ip-10-216-14-71.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.492857Z
Node: ip-10-216-15-125.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.492998Z
Node: ip-10-216-15-149.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.493022Z
Node: ip-10-216-15-20.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.493028Z
Node: ip-10-216-15-218.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.493033Z
Node: ip-10-216-4-123.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.493037Z
Node: ip-10-216-6-121.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.49304Z
Chaos!!!
Node: ip-10-216-6-125.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.493046Z
Node: ip-10-216-6-192.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.493058Z
Node: ip-10-216-7-122.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.493062Z
Node: ip-10-216-7-199.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.493066Z
Node: ip-10-216-7-38.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.49307Z
Node: ip-10-216-9-83.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.493073Z
Node: ip-10-216-9-91.ec2.internal, Updated renewTime: 2025-09-05T23:43:25.49332Z
Node: amazon-network-policy-controller-k8s, Updated renewTime: 2025-09-05T23:43:25.493338Z
Node: apiserver-2bluekvwjl4wpya5wajdkkapxu, Updated renewTime: 2025-09-05T23:43:25.493342Z
Node: apiserver-jwxr5w7cjo532tvjotnxzczwx4, Updated renewTime: 2025-09-05T23:43:25.493345Z
Node: aws-load-balancer-controller-leader, Updated renewTime: 2025-09-05T23:43:25.493348Z
Node: cert-manager-cainjector-leader-election, Updated renewTime: 2025-09-05T23:43:25.49335Z
Node: cert-manager-controller, Updated renewTime: 2025-09-05T23:43:25.493353Z
Node: cloud-controller-manager, Updated renewTime: 2025-09-05T23:43:25.493356Z
Node: cluster-autoscaler, Updated renewTime: 2025-09-05T23:43:25.493359Z
Node: cp-vpc-resource-controller, Updated renewTime: 2025-09-05T23:43:25.493361Z
Node: ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:25.493363Z
Node: eks-certificates-controller, Updated renewTime: 2025-09-05T23:43:25.493366Z
Node: eks-coredns-autoscaler, Updated renewTime: 2025-09-05T23:43:25.493503Z
Node: external-attacher-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:25.493517Z
Node: external-resizer-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:25.49352Z
Node: external-snapshotter-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:25.493522Z
Node: kms-storage-migrator-lease, Updated renewTime: 2025-09-05T23:43:25.493525Z
Node: kube-controller-manager, Updated renewTime: 2025-09-05T23:43:25.493527Z
Node: kube-scheduler, Updated renewTime: 2025-09-05T23:43:25.49353Z
Node: snapshot-controller-leader, Updated renewTime: 2025-09-05T23:43:25.493532Z
Node: b858308c.awspca.cert-manager.io, Updated renewTime: 2025-09-05T23:43:35.497781Z
Node: operator.dapr.io, Updated renewTime: 2025-09-05T23:43:35.497834Z
Node: usvga93564eksp001-gitops-agent-reconciler-lease, Updated renewTime: 2025-09-05T23:43:35.497843Z
Node: ip-10-216-10-186.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.497848Z
Node: ip-10-216-10-194.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.497852Z
Node: ip-10-216-10-24.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.497856Z
Node: ip-10-216-11-190.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.497859Z
Node: ip-10-216-11-218.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.497863Z
Node: ip-10-216-11-53.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.497866Z
Chaos!!!
Node: ip-10-216-12-57.ec2.internal, Updated renewTime: 2025-09-05T23:43:56.497871Z
Node: ip-10-216-14-123.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.497878Z
Node: ip-10-216-14-204.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.497882Z
Node: ip-10-216-14-71.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.497994Z
Node: ip-10-216-15-125.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.498013Z
Node: ip-10-216-15-149.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.498018Z
Node: ip-10-216-15-20.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.498023Z
Node: ip-10-216-15-218.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.498026Z
Node: ip-10-216-4-123.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.49803Z
Node: ip-10-216-6-121.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.498034Z
Node: ip-10-216-6-125.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.498037Z
Node: ip-10-216-6-192.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.498041Z
Node: ip-10-216-7-122.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.498045Z
Node: ip-10-216-7-199.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.498049Z
Node: ip-10-216-7-38.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.498052Z
Node: ip-10-216-9-83.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.498056Z
Node: ip-10-216-9-91.ec2.internal, Updated renewTime: 2025-09-05T23:43:35.498234Z
Node: amazon-network-policy-controller-k8s, Updated renewTime: 2025-09-05T23:43:35.498245Z
Node: apiserver-2bluekvwjl4wpya5wajdkkapxu, Updated renewTime: 2025-09-05T23:43:35.49825Z
Node: apiserver-jwxr5w7cjo532tvjotnxzczwx4, Updated renewTime: 2025-09-05T23:43:35.498254Z
Node: aws-load-balancer-controller-leader, Updated renewTime: 2025-09-05T23:43:35.498257Z
Node: cert-manager-cainjector-leader-election, Updated renewTime: 2025-09-05T23:43:35.498261Z
Node: cert-manager-controller, Updated renewTime: 2025-09-05T23:43:35.498265Z
Node: cloud-controller-manager, Updated renewTime: 2025-09-05T23:43:35.498269Z
Node: cluster-autoscaler, Updated renewTime: 2025-09-05T23:43:35.498273Z
Node: cp-vpc-resource-controller, Updated renewTime: 2025-09-05T23:43:35.498277Z
Node: ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:35.498281Z
Node: eks-certificates-controller, Updated renewTime: 2025-09-05T23:43:35.498285Z
Node: eks-coredns-autoscaler, Updated renewTime: 2025-09-05T23:43:35.498379Z
Node: external-attacher-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:35.498395Z
Node: external-resizer-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:35.498399Z
Node: external-snapshotter-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:35.498403Z
Node: kms-storage-migrator-lease, Updated renewTime: 2025-09-05T23:43:35.498407Z
Node: kube-controller-manager, Updated renewTime: 2025-09-05T23:43:35.498411Z
Node: kube-scheduler, Updated renewTime: 2025-09-05T23:43:35.498415Z
Node: snapshot-controller-leader, Updated renewTime: 2025-09-05T23:43:35.498419Z
Node: b858308c.awspca.cert-manager.io, Updated renewTime: 2025-09-05T23:43:45.502361Z
Node: operator.dapr.io, Updated renewTime: 2025-09-05T23:43:45.502389Z
Node: usvga93564eksp001-gitops-agent-reconciler-lease, Updated renewTime: 2025-09-05T23:43:45.502391Z
Node: ip-10-216-10-186.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502392Z
Chaos!!!
Node: ip-10-216-10-194.ec2.internal, Updated renewTime: 2025-09-05T23:44:05.502393Z
Node: ip-10-216-10-24.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502396Z
Node: ip-10-216-11-190.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502397Z
Node: ip-10-216-11-218.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502398Z
Node: ip-10-216-11-53.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502399Z
Node: ip-10-216-12-57.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.5024Z
Node: ip-10-216-14-123.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502401Z
Node: ip-10-216-14-204.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502402Z
Node: ip-10-216-14-71.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502472Z
Node: ip-10-216-15-125.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502474Z
Node: ip-10-216-15-149.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502475Z
Node: ip-10-216-15-20.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502476Z
Node: ip-10-216-15-218.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502477Z
Node: ip-10-216-4-123.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502478Z
Node: ip-10-216-6-121.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502479Z
Node: ip-10-216-6-125.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.50248Z
Node: ip-10-216-6-192.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502481Z
Node: ip-10-216-7-122.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502482Z
Node: ip-10-216-7-199.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502483Z
Node: ip-10-216-7-38.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502484Z
Node: ip-10-216-9-83.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502485Z
Node: ip-10-216-9-91.ec2.internal, Updated renewTime: 2025-09-05T23:43:45.502588Z
Node: amazon-network-policy-controller-k8s, Updated renewTime: 2025-09-05T23:43:45.50259Z
Node: apiserver-2bluekvwjl4wpya5wajdkkapxu, Updated renewTime: 2025-09-05T23:43:45.502591Z
Node: apiserver-jwxr5w7cjo532tvjotnxzczwx4, Updated renewTime: 2025-09-05T23:43:45.502592Z
Node: aws-load-balancer-controller-leader, Updated renewTime: 2025-09-05T23:43:45.502593Z
Node: cert-manager-cainjector-leader-election, Updated renewTime: 2025-09-05T23:43:45.502594Z
Node: cert-manager-controller, Updated renewTime: 2025-09-05T23:43:45.502595Z
Node: cloud-controller-manager, Updated renewTime: 2025-09-05T23:43:45.502596Z
Node: cluster-autoscaler, Updated renewTime: 2025-09-05T23:43:45.502597Z
Node: cp-vpc-resource-controller, Updated renewTime: 2025-09-05T23:43:45.502598Z
Node: ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:45.502599Z
Node: eks-certificates-controller, Updated renewTime: 2025-09-05T23:43:45.5026Z
Node: eks-coredns-autoscaler, Updated renewTime: 2025-09-05T23:43:45.502625Z
Node: external-attacher-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:45.502629Z
Node: external-resizer-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:45.50263Z
Node: external-snapshotter-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:45.502631Z
Node: kms-storage-migrator-lease, Updated renewTime: 2025-09-05T23:43:45.502632Z
Node: kube-controller-manager, Updated renewTime: 2025-09-05T23:43:45.502633Z
Node: kube-scheduler, Updated renewTime: 2025-09-05T23:43:45.502634Z
Node: snapshot-controller-leader, Updated renewTime: 2025-09-05T23:43:45.502635Z
Node: b858308c.awspca.cert-manager.io, Updated renewTime: 2025-09-05T23:43:55.504739Z
Node: operator.dapr.io, Updated renewTime: 2025-09-05T23:43:55.504763Z
Node: usvga93564eksp001-gitops-agent-reconciler-lease, Updated renewTime: 2025-09-05T23:43:55.504765Z
Node: ip-10-216-10-186.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504768Z
Node: ip-10-216-10-194.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504769Z
Node: ip-10-216-10-24.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.50477Z
Node: ip-10-216-11-190.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504771Z
Node: ip-10-216-11-218.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504772Z
Node: ip-10-216-11-53.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504773Z
Node: ip-10-216-12-57.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504774Z
Node: ip-10-216-14-123.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504775Z
Node: ip-10-216-14-204.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504776Z
Node: ip-10-216-14-71.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504777Z
Node: ip-10-216-15-125.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504833Z
Node: ip-10-216-15-149.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504835Z
Node: ip-10-216-15-20.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504836Z
Node: ip-10-216-15-218.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504837Z
Node: ip-10-216-4-123.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504838Z
Node: ip-10-216-6-121.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504839Z
Node: ip-10-216-6-125.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.50484Z
Node: ip-10-216-6-192.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504841Z
Node: ip-10-216-7-122.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504842Z
Node: ip-10-216-7-199.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504843Z
Node: ip-10-216-7-38.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504844Z
Node: ip-10-216-9-83.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504844Z
Node: ip-10-216-9-91.ec2.internal, Updated renewTime: 2025-09-05T23:43:55.504945Z
Node: amazon-network-policy-controller-k8s, Updated renewTime: 2025-09-05T23:43:55.504947Z
Node: apiserver-2bluekvwjl4wpya5wajdkkapxu, Updated renewTime: 2025-09-05T23:43:55.504948Z
Node: apiserver-jwxr5w7cjo532tvjotnxzczwx4, Updated renewTime: 2025-09-05T23:43:55.504949Z
Node: aws-load-balancer-controller-leader, Updated renewTime: 2025-09-05T23:43:55.504949Z
Node: cert-manager-cainjector-leader-election, Updated renewTime: 2025-09-05T23:43:55.50495Z
Node: cert-manager-controller, Updated renewTime: 2025-09-05T23:43:55.504951Z
Node: cloud-controller-manager, Updated renewTime: 2025-09-05T23:43:55.504952Z
Node: cluster-autoscaler, Updated renewTime: 2025-09-05T23:43:55.504954Z
Node: cp-vpc-resource-controller, Updated renewTime: 2025-09-05T23:43:55.504955Z
Node: ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:55.504956Z
Node: eks-certificates-controller, Updated renewTime: 2025-09-05T23:43:55.504957Z
Node: eks-coredns-autoscaler, Updated renewTime: 2025-09-05T23:43:55.504958Z
Node: external-attacher-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:55.504959Z
Node: external-resizer-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:55.50496Z
Node: external-snapshotter-leader-ebs-csi-aws-com, Updated renewTime: 2025-09-05T23:43:55.504961Z
Node: kms-storage-migrator-lease, Updated renewTime: 2025-09-05T23:43:55.504962Z
Node: kube-controller-manager, Updated renewTime: 2025-09-05T23:43:55.504963Z
Node: kube-scheduler, Updated renewTime: 2025-09-05T23:43:55.504964Z
Chaos!!!
Node: snapshot-controller-leader, Updated renewTime: 2025-09-05T23:44:37.504965Z
Program finished.
OK this the end

Summary Table
Metric        | Value
--------------|---------------------
Duration      | ~2 min 6 seconds
Dead Nodes    | 0
Chaos Events  | 12
